"",geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,characteristics_ch1.3,characteristics_ch1.4,molecule_ch1,extract_protocol_ch1,extract_protocol_ch1.1,taxid_ch1,description,description.1,data_processing,data_processing.1,data_processing.2,data_processing.3,data_processing.4,platform_id,contact_name,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip.postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,relation.1,supplementary_file_1,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash
GSM4462340,GSM4462340,Series5_A549_SARS-CoV-2_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-SARSCoV2-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563431,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089268,NONE,SRR11517678,4/10/2020 23:08,4/10/2020 22:45,24949250,3449929537,0,138,1504,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517678,SRX8089268,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456137,SAMN14563431,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,DAC3FF5A4D75AC368AACB41C16B03DD1,3A960BAD7979D4191602C492BD85B4CE
GSM4462341,GSM4462341,Series5_A549_SARS-CoV-2_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,CoV_A549-SARSCoV2-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563430,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089269,NONE,SRR11517679,4/11/2020 0:24,4/11/2020 0:09,44074243,5906444656,0,134,2554,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517679,SRX8089269,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456139,SAMN14563430,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,A832679911F8BDF5E8BFA6F685A77952,B8E0CE33CECB889DA0D990C3F29EACDC
GSM4462342,GSM4462342,Series6_A549-ACE2_Mock_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-mock3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563429,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089270,NONE,SRR11517680,4/11/2020 0:06,4/11/2020 0:03,29164551,4165868742,0,142,1802,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011247/SRR11517680,SRX8089270,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456138,SAMN14563429,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,485C4460A7D05F06D7ACC4A7B6AD6264,103D9FBCF466B9A6106C357973A0180F
GSM4462343,GSM4462343,Series6_A549-ACE2_Mock_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-mock2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563428,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089271,NONE,SRR11517681,4/10/2020 21:36,4/10/2020 21:25,2669447,367020757,0,137,161,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517681,SRX8089271,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456140,SAMN14563428,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,EDC1AD57DAEF877A13829B5D2C31DBDC,30167C84CDD63D9910D0601105BEF6D4
GSM4462344,GSM4462344,Series6_A549-ACE2_Mock_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-mock1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563427,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089272,NONE,SRR11517682,4/10/2020 22:09,4/10/2020 21:43,19320311,2607553815,0,134,1142,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517682,SRX8089272,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456142,SAMN14563427,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,6CFDD5E000063EDF653F41DCD91EB095,1266231A415AA7E79125F2F16E002277
GSM4462345,GSM4462345,Series6_A549-ACE2_SARS-CoV-2_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 0.2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-SARS-CoV2-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563426,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089273,NONE,SRR11517741,4/10/2020 23:27,4/10/2020 22:49,23586566,3183634267,0,134,1378,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517741,SRX8089273,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456141,SAMN14563426,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,7E01D7DA50E738408B7DE6EC7E0709AB,E1136C9A1CEB5A7A0B082A61D14DC254
GSM4462346,GSM4462346,Series6_A549-ACE2_SARS-CoV-2_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 0.2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-SARS-CoV2-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563425,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089274,NONE,SRR11517742,4/10/2020 22:03,4/10/2020 21:52,5720676,773523711,0,135,339,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517742,SRX8089274,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456143,SAMN14563425,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,B8E59FCD6EECC5A008648FDBD5F66D69,25C9E2ADA407BCC639814893A1AD38E6
GSM4462347,GSM4462347,Series6_A549-ACE2_SARS-CoV-2_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected A549 cells trasnduced with a vector expressing human ACE2,Homo sapiens,cell line: A549,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 0.2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,A549-Adeno-GFP-ACE2-SARS-CoV2-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563424,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089275,NONE,SRR11517743,4/10/2020 21:47,4/10/2020 21:41,4841347,664383048,0,137,287,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517743,SRX8089275,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456144,SAMN14563424,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,B5DA2A1CD9B34680D4F9326262905D02,17887D9C97EEB4ABBC797A3797E8FD1A
GSM4462348,GSM4462348,Series7_Calu3_Mock_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-mock3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563423,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089276,NONE,SRR11517744,4/10/2020 22:17,4/10/2020 22:15,9324151,1263198214,0,135,552,https://sra-download.ncbi.nlm.nih.gov/traces/sra64/SRR/011247/SRR11517744,SRX8089276,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456146,SAMN14563423,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,22507997EE12BC1C081C0F7E50A30468,082612D474428A7107C9B7B00E46D72D
GSM4462349,GSM4462349,Series7_Calu3_Mock_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-mock2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563422,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089277,NONE,SRR11517745,4/10/2020 23:08,4/10/2020 22:47,17436078,2389795881,0,137,1051,https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/011247/SRR11517745,SRX8089277,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456145,SAMN14563422,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,187B471B18D415F4ED7E4E14702978CE,4E3207B962462BCB6B8B58B3C39E6716
GSM4462350,GSM4462350,Series7_Calu3_Mock_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,Mock treated Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: Mock treatment,time point: NA,strain: NA,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-mock1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563421,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089278,NONE,SRR11517746,4/11/2020 0:30,4/10/2020 23:37,37787485,5189136342,0,137,2258,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517746,SRX8089278,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456147,SAMN14563421,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,227A6236F53283A7249A87C2AC5DEF9A,FFBF88E623D360EC784FD20FD049324E
GSM4462351,GSM4462351,Series7_Calu3_SARS-CoV-2_1,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-SARSCoV2-3,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563420,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089279,NONE,SRR11517747,4/10/2020 23:26,4/10/2020 23:05,23623325,3230448542,0,136,1401,https://sra-download.ncbi.nlm.nih.gov/traces/sra63/SRR/011247/SRR11517747,SRX8089279,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456148,SAMN14563420,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,54CAFC03776F256CDB825F6ACDFB86EA,30A297023B17E6BED5C47C3BD34F6B91
GSM4462352,GSM4462352,Series7_Calu3_SARS-CoV-2_2,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-SARSCoV2-2,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563419,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089280,NONE,SRR11517748,4/10/2020 22:55,4/10/2020 22:43,13583713,1908376184,0,140,827,https://sra-download.ncbi.nlm.nih.gov/traces/sra61/SRR/011247/SRR11517748,SRX8089280,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456149,SAMN14563419,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,4A0AEFF0A21E33E34DBA7F2C7100928E,38EA5987945BA5BAA39E6E48D206D18B
GSM4462353,GSM4462353,Series7_Calu3_SARS-CoV-2_3,Public on Apr 10 2020,Apr 08 2020,Apr 12 2020,SRA,1,SARS-CoV-2 infected Calu-3 cells,Homo sapiens,cell line: Calu-3,cell type: Lung adenocarcinoma,treatment: SARS-CoV-2 infected (MOI 2),time point: NA,strain: USA-WA1/2020,polyA RNA,TruSeq Stranded mRNA LP,Total RNA was extracted using RNeasy Mini Kit (Qiagen),9606,Calu3-SARSCoV2-1,processed data file: RawReadCounts_Human.tsv,cDNA libraries were sequenced using an Illumina NextSeq 500 platform,"Raw sequencing reads were aligned to the human genome (hg19) or Ferret genome (MusPutFur1.0) using the RNA-Seq Alignment App (v2.0.1) on Basespace (Illumina, CA)","Differential gene expression analysis was performed using DESeq2 (implemented in the RNA Express App (v1.1.0) on Basespace (Illumina, CA)) comparing Infected samples to their correspondent mock treated sample, for each virus/cell type.","Genome_build: human (hg19), Ferret (MusPutFur1.0)",Supplementary_files_format_and_content: Tab separated value (tsv) matrix of raw read counts per gene for each sample.,GPL18573,"Daniel,,Blanco Melo",tenOever Lab,Microbiology,Icahn School of Medicine at Mount Sina,"One Gustave L. Levy Place, Box 1124",New York,NY,10029,USA,0,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN14563418,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX8089281,NONE,SRR11517749,4/11/2020 0:32,4/10/2020 23:33,28688015,3867590122,0,134,1681,https://sra-download.ncbi.nlm.nih.gov/traces/sra62/SRR/011247/SRR11517749,SRX8089281,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP253951,PRJNA615032,615032,SRS6456150,SAMN14563418,simple,9606,Homo sapiens,no,GEO,SRA1059108,public,D4296DC76B80BDB079A3E21971AE3FB3,F55DF7CD8ECC5C927F7A3DDDAB221CB0
